transaction_number,customer_number,transaction_time,store_name,sale_amount_including_loyalty_points_used,loyalty_points_used_by_customer,offer_used_by_customer_to_earn_loyalty_points
6821,9442,2018-07-07 13:32:01,MANGALORE STORE 231,112.5,0,NA
6823,5824,2018-07-07 13:51:37,HYDERABAD STORE 1254,283,0,NA
6825,8998,2018-07-07 13:54:38,BARODA STORE 1044,496.5,0,NA
6827,10129,2018-07-07 14:14:01,PUNE STORE 370,271,0,NA
6829,6390,2018-07-07 14:19:36,ALIGARH STORE 956,31.5,25,NA
6831,4976,2018-07-07 14:54:15,SURAT STORE 1126,181.5,0,100 Loyalty Points as cashback spend of Rs 200/- and above!
6833,1432,2018-07-07 14:57:08,INDORE STORE 874,292.5,48,NA
6835,1861,2018-07-07 14:57:31,BANGALORE STORE 132,392.5,0,NA
6837,8357,2018-07-07 14:59:27,DELHI STORE 519,438,25,NA
6839,1190,2018-07-07 14:59:54,MUMBAI STORE 340,400,0,NA
6841,4862,2018-07-07 15:12:54,BANGALORE STORE 137,65.5,0,NA
6843,668,2018-07-07 15:52:00,PUNE STORE 968,240.5,13.5,NA
6845,1809,2018-07-07 15:53:14,DELHI STORE 584,51.5,25,NA
6847,3061,2018-07-07 16:17:25,GWALIOR STORE 1145,538,0,30% cashback of loyalty points on your next visit
6849,2709,2018-07-07 16:26:15,BARODA STORE 838,410.5,0,NA
6851,10630,2018-07-07 16:32:38,KUNIGAL STORE 1020,321.5,0,NA
6853,697,2018-07-07 16:32:44,DELHI STORE 584,15,0,NA
6855,7170,2018-07-07 16:55:56,LUCKNOW STORE 614,58,0,NA
6857,3193,2018-07-07 17:05:26,DELHI STORE 566,55.5,0,NA
6859,5058,2018-07-07 17:11:57,NELLORE. STORE 1193,225.5,25,NA
6861,6590,2018-07-07 17:12:13,SOLAPUR STORE 1297,472,0,NA
6863,1985,2018-07-07 17:18:10,BANGALORE STORE 1001,163,25,NA
6865,3518,2018-07-07 17:25:01,DELHI STORE 584,51.5,25,NA
6867,4934,2018-07-07 17:31:16,THANE STORE 1290,478,0,NA
6869,9343,2018-07-07 17:33:58,MUMBAI STORE 332,50.5,0,NA
6871,9569,2018-07-07 17:34:11,PUNE STORE 1298,208.5,0,NA
6873,9475,2018-07-07 17:49:29,PUNE STORE 1058,407.5,0,30% cashback of loyalty points on your next visit
6875,7956,2018-07-07 17:51:44,JALANDHAR STORE 665,202.5,0,NA
6877,6160,2018-07-07 18:05:05,BANGALORE STORE 178,193.5,25,50% CASHBACK on Food & Beverages
6879,6263,2018-07-07 18:18:35,DEHRADUN STORE 885,245,0,30% cashback of loyalty points on your next visit
6881,3091,2018-07-07 18:22:28,JAIPUR STORE 796,230,25,NA
6883,3681,2018-07-07 18:28:19,CHENNAI STORE 34,915,0,NA
6885,9624,2018-07-07 18:28:35,PUNE STORE 370,689,0,NA
6887,7121,2018-07-07 18:29:58,BANGALORE STORE 192,493.5,0,NA
6889,10347,2018-07-07 18:34:00,GOWRAVARAM STORE 1231,243,0,NA
6891,8888,2018-07-07 18:34:57,GWALIOR STORE 881,51.5,23,NA
6893,9688,2018-07-07 18:35:21,HYDERABAD STORE 952,109.5,0,100 Loyalty Points as cashback spend of Rs 200/- and above!
6895,9057,2018-07-07 18:40:57,MUMBAI STORE 290,357,0,NA
6897,10163,2018-07-07 18:45:35,BANGALORE STORE 1130,436,0,NA
6899,160,2018-07-07 18:47:04,PUNE STORE 1174,337,0,NA
6901,8921,2018-07-07 18:59:37,KOLKATA STORE 1242,363,0,NA
6903,4539,2018-07-07 19:02:47,ROURKELA STORE 1303,363,0,NA
6905,51,2018-07-07 19:03:47,KOLKATA STORE 711,136.5,25,NA
6907,9205,2018-07-07 19:05:57,DELHI STORE 584,321,25,NA
6909,6960,2018-07-07 19:22:49,DELHI STORE 526,311,0,NA
6911,10046,2018-07-07 19:29:54,MOHALI STORE 1184,367.5,0,NA
6913,8158,2018-07-07 19:34:06,BANGALORE STORE 157,229,25,NA
6915,961,2018-07-07 19:35:18,ROURKELA STORE 1303,231,25,NA
6917,2709,2018-07-07 19:36:25,BARODA STORE 838,460.5,0,100 Loyalty Points on any purchases between 7 -11 PM
6919,4712,2018-07-07 19:37:42,PUNE STORE 374,224.5,0,100 Loyalty Points on any purchases between 7 -11 PM
6921,2555,2018-07-07 19:38:46,PUNE STORE 397,466.5,0,NA
6923,8138,2018-07-07 19:42:28,MUMBAI STORE 1031,52.5,0,NA
6925,1355,2018-07-07 19:43:28,BANGALORE STORE 157,582,0,NA
6927,1963,2018-07-07 19:43:57,MAHABALIPURAM STORE 71,224.5,0,NA
6929,6026,2018-07-07 19:46:49,DELHI STORE 584,51.5,25,NA
6931,3324,2018-07-07 19:46:55,MUMBAI STORE 298,347,0,50 Loyalty Points on bill amount if spent between 7 -11 PM
6933,4071,2018-07-07 19:54:46,PANCHKULA STORE 646,218.5,0,100 Loyalty Points on any purchases between 7 -11 PM
6935,8600,2018-07-07 19:59:07,DELHI STORE 584,51.5,25,NA
6937,916,2018-07-07 20:03:29,DELHI STORE 563,249.5,0,NA
6939,3677,2018-07-07 20:04:14,AGARTALA STORE 914,204,0,NA
6941,4525,2018-07-07 20:05:47,PUNE STORE 397,748,0,NA
6943,117,2018-07-07 20:08:15,DEHRADUN STORE 890,163,0,NA
6945,6195,2018-07-07 20:08:32,PUNE STORE 382,87.5,0,NA
6947,547,2018-07-07 20:14:43,MUMBAI STORE 328,73.5,0,NA
6949,2994,2018-07-07 20:15:54,DELHI STORE 542,147,0,NA
6951,4353,2018-07-07 20:15:56,DELHI STORE 584,51.5,25,NA
6953,8444,2018-07-07 20:21:32,BANGALORE STORE 1043,109,0,NA
6955,4527,2018-07-07 20:22:23,BANGALORE STORE 985,692.5,25,NA
6957,5968,2018-07-07 20:25:19,DELHI STORE 584,51.5,25,NA
6959,9365,2018-07-07 20:26:12,MYSORE STORE 1036,205,25,NA
6961,8364,2018-07-07 20:28:29,SAHARANPUR STORE 622,208,145,100 Loyalty Points on any purchases between 7 -11 PM
6963,858,2018-07-07 20:30:38,ROURKELA STORE 1303,237,25,NA
6965,3997,2018-07-07 20:38:07,DELHI STORE 564,55,0,NA
6967,9690,2018-07-07 20:39:34,AURANGABAD STORE 424,177,0,100 Loyalty Points on any purchases between 7 -11 PM
6969,8336,2018-07-07 20:44:54,CHENNAI STORE 12,188,0,100 Loyalty Points on any purchases between 7 -11 PM
6971,10132,2018-07-07 20:45:31,SURAT STORE 1126,119.5,0,NA
6973,1418,2018-07-07 21:11:55,BANGALORE STORE 1035,2295.5,0,NA
6975,2852,2018-07-07 21:13:28,BANGALORE STORE 1035,1001.5,0,NA
6977,2292,2018-07-07 21:13:34,ZIRAKPUR STORE 691,471,0,100 Loyalty Points on any purchases between 7 -11 PM
6979,8344,2018-07-07 21:15:50,HYDERABAD STORE 472,665.5,209.5,NA
6981,4277,2018-07-07 21:25:45,MUMBAI STORE 975,318.5,25,NA
6983,4160,2018-07-07 21:48:36,NAVI MUMBAI STORE 1275,294.5,0,NA
6985,9746,2018-07-07 21:50:47,VIJAYAWADA. STORE 1197,130,86.5,NA
6987,6355,2018-07-07 21:55:08,PUNE STORE 932,274.5,0,100 Loyalty Points on any purchases between 7 -11 PM
6989,6355,2018-07-07 22:14:00,PUNE STORE 932,101,101,NA
6991,8322,2018-07-07 22:19:14,BANGALORE STORE 155,294.5,0,100 Loyalty Points on any purchases between 7 -11 PM
6993,10298,2018-07-07 22:19:36,BANGALORE STORE 123,402,0,NA
6995,1663,2018-07-07 22:27:05,BARODA STORE 837,237.5,106.5,100 Loyalty Points on any purchases between 7 -11 PM
6997,7963,2018-07-07 22:33:50,BANGALORE STORE 110,646.5,0,NA
6999,1873,2018-07-07 22:33:54,GURGAON STORE 639,170.5,0,NA
7001,8453,2018-07-07 22:40:40,SURAT STORE 861,308.5,0,100 Loyalty Points on any purchases between 7 -11 PM
7003,7303,2018-07-07 22:55:20,ZIRAKPUR STORE 1299,227,0,NA
7005,10284,2018-07-07 23:26:45,CHITTOR. STORE 1187,443.5,25,NA
7007,4718,2018-07-07 23:27:08,VIZAG. STORE 1205,221.5,189.5,NA
7009,10272,2018-07-07 23:46:16,BANGALORE STORE 155,103,0,30% cashback on your favourite beverage!
7011,2841,2018-07-07 23:49:19,MANGALORE STORE 1037,471.5,0,NA
7013,2077,2018-07-08 00:01:20,JODHPUR STORE 989,54.5,0,NA
7015,10163,2018-07-08 00:13:06,BANGALORE STORE 1130,367,0,NA
7017,10095,2018-07-08 00:20:39,PUNE STORE 1317,136.5,0,NA
7019,3332,2018-07-08 00:35:33,PUNE STORE 382,324.5,25,NA
7021,6915,2018-07-08 01:27:45,BANGALORE STORE 183,618.5,0,NA
7023,9531,2018-07-08 03:07:16,BANGALORE STORE 181,945,0,NA
7025,8375,2018-07-08 03:54:19,CHENNAI STORE 14,140.5,25,NA
7027,8229,2018-07-08 03:58:25,PUNE STORE 364,192,0,NA
7029,7068,2018-07-08 04:20:34,DAVANGERE STORE 1096,66.5,25,NA
7031,5187,2018-07-08 10:46:40,DELHI STORE 1076,206,0,NA
7033,1083,2018-07-08 11:48:03,BHOPAL STORE 870,170,25,NA
7035,4493,2018-07-08 12:03:48,SAHARANPUR STORE 621,229,0,30% cashback of loyalty points on your next visit
7037,10254,2018-07-08 12:16:18,PUNE STORE 368,263.5,0,NA
7039,4645,2018-07-08 12:19:53,DAVANGERE STORE 250,112.5,0,NA
7041,7425,2018-07-08 12:34:44,MUMBAI STORE 1127,104,0,NA
7043,7949,2018-07-08 12:56:28,HYDERABAD STORE 465,281.5,25,NA
7045,6119,2018-07-08 13:07:38,BARODA STORE 830,221,0,NA
7047,10689,2018-07-08 13:13:11,GWALIOR STORE 880,146,108,NA
7049,10254,2018-07-08 13:25:54,PUNE STORE 368,258.5,0,NA
7051,8062,2018-07-08 14:03:18,DEHRADUN STORE 1070,654,25,NA
7053,3761,2018-07-08 14:22:31,SAHARANPUR STORE 621,202.5,0,30% CASHBACK on your bill amount
7055,2576,2018-07-08 14:26:26,ZIRAKPUR STORE 691,104.5,0,NA
7057,1409,2018-07-08 14:32:22,DELHI STORE 500,1610.5,0,NA
7059,10689,2018-07-08 14:39:11,GWALIOR STORE 880,278.5,0,30% cashback of loyalty points on your next visit
7061,5797,2018-07-08 14:47:37,DELHI STORE 566,66,25,NA
7063,10682,2018-07-08 14:48:36,ZIRAKPUR STORE 691,552.5,0,30% cashback of loyalty points on your next visit
7065,1202,2018-07-08 14:52:53,MADURAI STORE 54,465,0,NA
7067,4158,2018-07-08 14:58:36,JODHPUR STORE 1232,242,0,NA
7069,5396,2018-07-08 15:10:59,KOLKATA STORE 765,671.5,25,NA
7071,7299,2018-07-08 15:15:13,JODHPUR STORE 780,192,25,NA
7073,3312,2018-07-08 15:19:29,BANGALORE STORE 125,343,0,NA
7075,8691,2018-07-08 15:23:27,DELHI STORE 1156,318,0,NA
7077,5599,2018-07-08 15:34:54,NOIDA STORE 590,297.5,0,NA
7079,9462,2018-07-08 15:51:22,BANGALORE STORE 95,137.5,25,NA
7081,8768,2018-07-08 16:01:26,MUMBAI STORE 327,281,0,NA
7083,9285,2018-07-08 16:02:38,THIRUVANANTHAPURAM STORE 492,185,42.5,NA
7085,5471,2018-07-08 16:03:41,KOTA STORE 1152,106,0,NA
7087,4717,2018-07-08 16:04:05,PUNE STORE 393,179.5,0,NA
7089,9355,2018-07-08 16:11:06,BARODA STORE 834,218.5,0,40% cashback as loyalty points on your next visit
7091,2309,2018-07-08 16:14:35,CHENNAI STORE 7,639.5,0,NA
7093,7273,2018-07-08 16:19:12,THANE STORE 435,329,0,NA
7095,8115,2018-07-08 16:22:14,NOIDA STORE 590,71.5,25,NA
7097,6124,2018-07-08 16:22:25,NOIDA STORE 1040,136,104.5,NA
7099,540,2018-07-08 16:31:25,BANGALORE STORE 166,482,0,NA
7101,10695,2018-07-08 16:40:15,MUMBAI STORE 975,590,0,NA
7103,190,2018-07-08 16:44:33,MANIPAL STORE 241,880,0,NA
7105,9158,2018-07-08 16:45:23,COCHIN STORE 489,306.5,0,NA
7107,4761,2018-07-08 16:46:05,NOIDA STORE 1079,281,140.5,NA
7109,3093,2018-07-08 16:46:57,CHENNAI STORE 48,156.5,0,30% cashback of loyalty points on your next visit
7111,8140,2018-07-08 16:49:50,PUNE STORE 379,335.5,0,NA
7113,2509,2018-07-08 16:59:58,KHARAGPUR STORE 775,157.5,0,NA
7115,7211,2018-07-08 17:05:15,SAHARANPUR STORE 621,185,0,50% CASHBACK on Food & Beverages
7117,1839,2018-07-08 17:05:43,PUNE STORE 357,287.5,0,NA
7119,5567,2018-07-08 17:07:48,BANGALORE STORE 156,184,0,NA
7121,4144,2018-07-08 17:10:37,CHENNAI STORE 1021,1385,0,30% cashback of loyalty points on your next visit
7123,2414,2018-07-08 17:11:20,MUMBAI STORE 283,223,0,NA
7125,6051,2018-07-08 17:12:20,PATIALA STORE 677,249.5,139,30% cashback of loyalty points on your next visit
7127,7282,2018-07-08 17:21:17,THANE STORE 1108,223,25,NA
7129,2841,2018-07-08 17:21:21,MANGALORE STORE 1037,609,0,NA
7131,1533,2018-07-08 17:22:51,DHARMAPURI STORE 921,391,0,NA
7133,9338,2018-07-08 17:25:17,DELHI STORE 566,136,25,NA
7135,6055,2018-07-08 17:33:57,PUNE STORE 1073,395.5,395.5,NA
7137,4148,2018-07-08 17:36:29,NOIDA STORE 590,63,25,NA
7139,8836,2018-07-08 17:43:23,TUMKUR STORE 245,228,25,NA
7141,5917,2018-07-08 17:46:52,KOLKATA STORE 728,101,25,NA
7143,9640,2018-07-08 17:48:19,LONI STORE 431,136,123,NA
7145,10255,2018-07-08 17:50:49,DELHI STORE 1156,225,0,NA
7147,9680,2018-07-08 17:55:05,BELGAUM STORE 239,108,25,NA
7149,7682,2018-07-08 18:00:27,CHENNAI STORE 14,411.5,0,NA
7151,10258,2018-07-08 18:02:38,KOTA STORE 1132,197.5,0,NA
7153,7934,2018-07-08 18:12:59,BANGALORE STORE 205,217.5,0,NA
7155,1550,2018-07-08 18:19:53,LUCKNOW STORE 615,115.5,25,NA
7157,10682,2018-07-08 18:24:07,ZIRAKPUR STORE 691,537.5,537.5,NA
7159,10159,2018-07-08 18:25:42,MYSORE STORE 225,14.5,14.5,NA
7161,8886,2018-07-08 18:28:24,PUNE STORE 363,1138,0,NA
7163,8098,2018-07-08 18:30:52,SURAT STORE 857,87,0,NA
7165,4646,2018-07-08 18:34:03,JAIPUR STORE 788,124.5,0,NA
7167,8443,2018-07-08 18:39:56,BHOPAL STORE 871,58,25,NA
7169,7121,2018-07-08 18:40:31,BANGALORE STORE 192,376,0,NA
7171,7088,2018-07-08 18:46:52,DELHI STORE 1156,215.5,25,NA
7173,1308,2018-07-08 18:51:54,THANE STORE 1108,349,0,NA
7175,7325,2018-07-08 18:56:09,MUMBAI STORE 994,233,0,NA
7177,10459,2018-07-08 18:57:09,MOHALI STORE 1161,102.5,102.5,NA
7179,2292,2018-07-08 18:58:26,ZIRAKPUR STORE 691,285,0,100 Loyalty Points on a spend of Rs 300/- and above!
7181,8261,2018-07-08 18:59:10,GWALIOR STORE 881,51.5,25,NA
7183,7932,2018-07-08 19:01:05,BANGALORE STORE 122,173.5,139.5,NA
7185,2313,2018-07-08 19:04:11,KOLKATA STORE 938,273,0,100 Loyalty Points on any purchases between 7 -11 PM
7187,1850,2018-07-08 19:08:04,DELHI STORE 522,250,0,100 Loyalty Points on any purchases between 7 -11 PM
7189,8140,2018-07-08 19:15:46,PUNE STORE 379,262.5,0,NA
7191,4543,2018-07-08 19:22:48,PATIALA STORE 677,420,25,50% CASHBACK on Food & Beverages
7193,3324,2018-07-08 19:26:37,MUMBAI STORE 298,345,0,50 Loyalty Points on bill amount if spent between 7 -11 PM
7195,6691,2018-07-08 19:33:15,MUMBAI STORE 335,417,0,NA
7197,9283,2018-07-08 20:02:42,MOHALI STORE 690,357,0,100 Loyalty Points on any purchases between 7 -11 PM
7199,8238,2018-07-08 20:02:46,KOLKATA STORE 734,393,0,NA
7201,326,2018-07-08 20:04:04,JALANDHAR STORE 662,389.5,0,NA
7203,9679,2018-07-08 20:06:08,TUMKUR STORE 246,443.5,0,NA
7205,6012,2018-07-08 20:08:50,CHANNARAYAPATNA STORE 252,319.5,0,NA
7207,7290,2018-07-08 20:15:52,PUNE STORE 396,112.5,0,NA
7209,8238,2018-07-08 20:17:22,KOLKATA STORE 734,145.5,0,NA
7211,5255,2018-07-08 20:17:31,AURANGABAD STORE 1259,408.5,0,NA
7213,163,2018-07-08 20:18:33,MOHALI STORE 685,71,0,NA
7215,5133,2018-07-08 20:19:01,BANGALORE STORE 114,399.5,0,50% CASHBACK on Food & Beverages
7217,2570,2018-07-08 20:21:28,ERNAKULAM STORE 1252,237,0,NA
7219,6012,2018-07-08 20:21:51,CHANNARAYAPATNA STORE 252,172,0,NA
7221,3395,2018-07-08 20:28:50,PUNE STORE 1109,176,0,NA
7223,7004,2018-07-08 20:30:34,MUMBAI STORE 1260,128.5,0,30% CASHBACK on your bill amount
7225,5948,2018-07-08 20:39:37,GUWAHATI STORE 901,256,0,NA
7227,9456,2018-07-08 20:42:23,CHANNARAYAPATNA STORE 252,927.5,0,NA
7229,7713,2018-07-08 20:42:52,SAHARANPUR STORE 622,87.5,25,NA
7231,9920,2018-07-08 20:43:47,MANGALORE STORE 234,629,379,50 Loyalty Points on bill amount if spent between 7 -11 PM
7233,9590,2018-07-08 20:49:58,TRICHY STORE 78,79,0,NA
7235,8127,2018-07-08 20:55:44,KOLKATA STORE 1123,236,0,NA
7237,1756,2018-07-08 20:55:57,NAGPUR STORE 1008,73,0,NA
7239,8433,2018-07-08 21:02:11,PUNE STORE 380,297,228.5,NA
7241,1418,2018-07-08 21:04:37,BANGALORE STORE 1035,3132.5,0,NA
7243,1603,2018-07-08 21:12:11,CHENNAI STORE 25,279,0,100 Loyalty Points on any purchases between 7 -11 PM
7245,3332,2018-07-08 21:16:22,PUNE STORE 382,301,0,NA
7247,5787,2018-07-08 21:18:11,MUMBAI STORE 316,179.5,0,NA
7249,9690,2018-07-08 21:20:59,AURANGABAD STORE 425,249,0,100 Loyalty Points on any purchases between 7 -11 PM
7251,1298,2018-07-08 21:24:39,NAGPUR STORE 419,270.5,0,NA
7253,7632,2018-07-08 21:27:57,ROORKEE STORE 1032,129,0,NA
7255,8041,2018-07-08 21:31:16,DELHI STORE 527,493.5,0,NA
7257,1627,2018-07-08 21:46:08,VILLAGE THIRUVALLA  PATHANAMTHIT STORE 1288,767,0,NA
7259,9651,2018-07-08 21:54:20,PUNE STORE 397,387,0,NA
7261,2628,2018-07-08 22:00:47,KOLKATA STORE 723,256.5,17,100 Loyalty Points on any purchases between 7 -11 PM
7263,10623,2018-07-08 22:04:18,KHARAGPUR STORE 775,102,0,NA
7265,2628,2018-07-08 22:04:37,KOLKATA STORE 723,413,72,NA
7267,4505,2018-07-08 22:29:11,ROORKEE STORE 1032,503.5,0,100 Loyalty Points on any purchases between 7 -11 PM
7269,7908,2018-07-08 22:30:54,CHENNAI STORE 46,140,0,NA
7271,4913,2018-07-08 22:43:37,MUMBAI STORE 269,81,11.5,NA
7273,4654,2018-07-08 22:57:40,BANGALORE STORE 985,198.5,0,100 Loyalty Points on any purchases between 7 -11 PM
7275,6188,2018-07-08 23:14:24,CHENNAI STORE 1165,325.5,0,30% cashback of loyalty points on your next visit
7277,10338,2018-07-08 23:47:39,MUMBAI STORE 341,169.5,25,NA
7279,9691,2018-07-09 01:17:47,DELHI STORE 514,1340,0,NA
7281,3332,2018-07-09 01:26:33,PUNE STORE 382,193,0,NA
7283,5155,2018-07-09 04:12:10,NAMAKKAL STORE 1287,816.5,0,NA
7285,1390,2018-07-09 07:16:32,BANGALORE STORE 138,225.5,0,50% Cash back on Food & Beverage bill between 7 -11 AM
7287,9494,2018-07-09 09:43:24,BANGALORE STORE 171,160.5,25,NA
7289,4954,2018-07-09 10:28:38,DHARAMSHALA STORE 1066,439,0,NA
7291,2262,2018-07-09 11:16:32,BANGALORE STORE 196,218.5,0,NA
7293,999,2018-07-09 11:23:54,MANGALORE STORE 232,305,0,30% CASHBACK on your bill amount
7295,2282,2018-07-09 11:25:30,MUMBAI STORE 317,157,0,NA
7297,4349,2018-07-09 11:27:33,BENGALURU STORE 1178,920.5,0,50% CASHBACK on Food & Beverages
7299,8031,2018-07-09 11:30:24,PUNE STORE 393,66.5,0,NA
7301,4721,2018-07-09 11:31:18,MYSORE STORE 221,40.5,25,NA
7303,1151,2018-07-09 11:50:17,PUNE STORE 1298,296.5,0,NA
7305,7211,2018-07-09 12:06:27,SAHARANPUR STORE 621,141,25,50% CASHBACK on Food & Beverages
7307,3940,2018-07-09 12:24:50,KOLKATA STORE 722,75.5,25,NA
7309,9210,2018-07-09 12:31:53,AURANGABAD STORE 1041,163,64.5,NA
7311,370,2018-07-09 12:44:29,AURANGABAD STORE 1041,217,0,30% cashback of loyalty points on your next visit
7313,434,2018-07-09 12:49:13,BELLUR STORE 253,197,0,NA
7315,8363,2018-07-09 12:57:36,RANCHI STORE 820,73,0,NA
7317,9460,2018-07-09 13:05:25,DELHI STORE 507,132.5,0,NA
7319,9933,2018-07-09 13:07:52,KOLKATA STORE 736,90,25,NA
7321,6955,2018-07-09 13:09:25,KOLKATA STORE 1123,75.5,25,NA
7323,1189,2018-07-09 13:11:44,CHENNAI STORE 14,460,0,NA
7325,4301,2018-07-09 13:32:05,GANDHINAGAR STORE 862,110.5,0,NA
7327,7956,2018-07-09 13:34:36,JALANDHAR STORE 667,772,437,NA
7329,9764,2018-07-09 13:36:27,GAYA STORE 1122,308,70.5,NA
7331,206,2018-07-09 13:40:49,KOLHAPUR STORE 407,136,0,NA
7333,4611,2018-07-09 13:55:43,BARODA STORE 836,324,0,NA
7335,5935,2018-07-09 13:59:46,NAGPUR STORE 413,238.5,0,NA
7337,10690,2018-07-09 14:01:35,CHANDIGAR STORE 1221,367.5,0,NA
7339,3998,2018-07-09 14:07:56,MUMBAI STORE 284,347.5,0,NA
7341,403,2018-07-09 14:19:10,CHANDIGAR STORE 1218,387.5,0,NA
7343,779,2018-07-09 14:29:53,NASHIK STORE 408,100.5,0,NA
7345,7273,2018-07-09 14:36:54,THANE STORE 435,376.5,0,NA
7347,9027,2018-07-09 14:38:42,AMRITSAR STORE 660,79,0,NA
7349,3177,2018-07-09 14:56:06,BELGAUM STORE 239,326,0,NA
7351,999,2018-07-09 14:58:06,MANGALORE STORE 232,268,25,NA
7353,8925,2018-07-09 15:00:44,COCHIN STORE 488,328,0,NA
7355,7168,2018-07-09 15:06:04,SHIVKHEDAPUR STORE 430,58,58,NA
7357,542,2018-07-09 15:13:00,THANE STORE 1108,75,25,NA
7359,8178,2018-07-09 15:14:12,BANGALORE STORE 189,729.5,0,30% CASHBACK on your bill amount
7361,4266,2018-07-09 15:14:34,PUNE STORE 1149,300,0,NA
7363,8653,2018-07-09 15:46:26,GWALIOR STORE 880,173,14,NA
7365,8592,2018-07-09 15:53:03,RAJKOT STORE 828,75.5,0,NA
7367,3548,2018-07-09 15:58:50,PUNE STORE 1317,169.5,91,NA
7369,9990,2018-07-09 16:11:41,BARDHAMAN STORE 1087,333.5,0,NA
7371,9173,2018-07-09 16:15:52,BANGALORE STORE 1302,137,121.5,NA
7373,1375,2018-07-09 16:28:46,DELHI STORE 1156,327.5,25,NA
7375,6862,2018-07-09 16:33:43,CHENNAI STORE 42,261.5,0,NA
7377,8653,2018-07-09 16:34:14,GWALIOR STORE 880,264,0,NA
7379,7487,2018-07-09 16:40:22,KOLKATA STORE 740,65,25,NA
7381,25,2018-07-09 16:41:28,BHOPAL STORE 869,169,25,NA
7383,2531,2018-07-09 17:23:22,NOIDA STORE 590,66,25,NA
7385,6350,2018-07-09 17:25:00,NOIDA STORE 590,71.5,36.5,NA
7387,5813,2018-07-09 17:26:08,PUNE STORE 383,34.5,25,NA
7389,6343,2018-07-09 17:34:01,PHAGWARA STORE 697,73,25,NA
7391,8923,2018-07-09 17:42:36,BANGALORE STORE 1120,241,0,NA
7393,6996,2018-07-09 17:43:06,GHAZIABAD STORE 603,380,0,NA
7395,8691,2018-07-09 17:44:05,DELHI STORE 1156,258,0,NA
7397,7958,2018-07-09 17:46:17,PUNE STORE 1024,158.5,0,NA
7399,4846,2018-07-09 17:50:54,AHMEDABAD STORE 853,567,0,NA
7401,4834,2018-07-09 17:52:45,GURGAON STORE 636,76.5,25,NA
7403,6443,2018-07-09 18:06:52,BANGALORE STORE 207,251.5,0,NA
7405,3675,2018-07-09 18:07:13,PUNE STORE 398,272,0,NA
7407,9137,2018-07-09 18:16:40,CHENNAI STORE 1061,83,0,NA
7409,698,2018-07-09 18:23:01,NAGPUR STORE 417,275,0,NA
7411,9790,2018-07-09 18:23:02,BANGALORE STORE 106,299,71.5,NA
7413,10273,2018-07-09 18:30:11,DELHI STORE 527,157,0,NA
7415,1745,2018-07-09 18:34:24,MUMBAI STORE 979,383.5,0,NA
7417,7229,2018-07-09 18:36:30,PUNE STORE 365,204,0,30% cashback of loyalty points on your next visit
7419,9822,2018-07-09 18:42:17,DELHI STORE 550,242.5,0,NA
7421,218,2018-07-09 18:52:01,CHANDIGAR STORE 1216,191.5,25,NA
7423,8578,2018-07-09 18:56:36,DELHI STORE 550,70,0,NA
7425,9035,2018-07-09 19:01:38,DELHI STORE 1159,160.5,0,100 Loyalty Points on any purchases between 7 -11 PM
7427,2499,2018-07-09 19:05:24,AURANGABAD STORE 1041,163,0,100 Loyalty Points on any purchases between 7 -11 PM
7429,9477,2018-07-09 19:08:15,BELGAUM STORE 239,102,0,NA
7431,6688,2018-07-09 19:10:24,BANGALORE STORE 1248,195,25,NA
7433,1747,2018-07-09 19:14:31,GUWAHATI STORE 1084,43.5,25,NA
7435,4543,2018-07-09 19:30:24,PATIALA STORE 677,211.5,146,50 Loyalty Points on bill amount if spent between 7 -11 PM
7437,5058,2018-07-09 19:37:33,NELLORE. STORE 1193,292,0,NA
7439,914,2018-07-09 19:56:33,MUMBAI STORE 281,234,0,100 Loyalty Points on any purchases between 7 -11 PM
7441,6670,2018-07-09 19:58:44,GUWAHATI STORE 902,137,0,NA
7443,10058,2018-07-09 20:05:28,SAHARANPUR STORE 622,254.5,152.5,100 Loyalty Points on any purchases between 7 -11 PM
7445,6900,2018-07-09 20:14:58,CHENNAI STORE 1165,199,0,100 Loyalty Points on any purchases between 7 -11 PM
7447,2221,2018-07-09 20:15:07,GURGAON STORE 635,61.5,38.5,NA
7449,3396,2018-07-09 20:19:11,BANGALORE STORE 153,130,25,NA
7451,130,2018-07-09 20:34:12,MUMBAI STORE 1053,321,25,NA
7453,1144,2018-07-09 20:34:32,KOLKATA STORE 723,171.5,9,100 Loyalty Points on any purchases between 7 -11 PM
7455,8492,2018-07-09 20:40:08,BANGALORE STORE 214,237.5,0,NA
7457,9758,2018-07-09 20:43:40,KOLKATA STORE 723,349.5,68,NA
7459,1183,2018-07-09 20:52:39,BANGALORE STORE 106,405,0,30% cashback on your favourite beverage!
7461,2709,2018-07-09 20:55:41,BARODA STORE 838,208,0,100 Loyalty Points on any purchases between 7 -11 PM
7463,8072,2018-07-09 20:56:10,PATIALA STORE 680,216.5,0,NA
7465,8139,2018-07-09 21:06:32,BANGALORE STORE 186,238,0,100 Loyalty Points on any purchases between 7 -11 PM
7467,2749,2018-07-09 21:07:17,DELHI STORE 1304,151,32.5,NA
7469,1307,2018-07-09 21:11:34,MUMBAI STORE 329,370.5,25,NA
7471,8041,2018-07-09 21:17:04,DELHI STORE 527,573.5,0,NA
7473,8396,2018-07-09 21:17:56,KOLKATA STORE 728,65.5,25,NA
