customer_number,app_install_time,gender,marital_status,date_of_birth,referral_as_source_of_app_install
3314,2018-07-03 15:49:44,MALE,NA,1990-03-19,Installed_through_referral
3315,2018-06-01 17:42:59,MALE,NA,1982-04-30,Not_through_referral
3316,2018-06-01 20:14:39,MALE,NA,1995-10-31,Installed_through_referral
3317,2018-06-07 14:21:34,FEMALE,NA,2018-06-07,Installed_through_referral
3318,2018-06-29 01:08:54,FEMALE,NA,2015-10-10,Not_through_referral
3319,2018-07-09 19:59:09,MALE,NA,2005-07-09,Not_through_referral
3320,2018-07-14 21:38:20,MALE,NA,1995-08-25,Installed_through_referral
3321,2018-07-22 19:07:33,FEMALE,NA,1996-12-27,Not_through_referral
3322,2018-07-25 15:49:31,MALE,NA,2018-07-25,Installed_through_referral
3323,2018-08-13 19:03:39,MALE,NA,2000-05-24,Not_through_referral
3324,2018-06-02 11:46:46,FEMALE,NA,2018-05-26,Not_through_referral
3325,2018-06-05 15:28:38,FEMALE,NA,1997-09-30,Not_through_referral
3326,2018-06-12 17:51:56,MALE,NA,1986-06-04,Not_through_referral
3327,2018-06-09 14:55:31,MALE,NA,1992-02-11,Not_through_referral
3328,2018-06-21 22:40:30,MALE,NA,1992-06-18,Installed_through_referral
3329,2018-06-16 17:00:45,MALE,NA,1984-10-08,Not_through_referral
3330,2018-06-13 15:59:58,FEMALE,NA,2007-04-05,Not_through_referral
3331,2018-07-12 15:59:16,MALE,NA,2018-07-12,Installed_through_referral
3332,2018-07-01 23:09:57,MALE,NA,1991-09-13,Not_through_referral
3333,2018-07-05 22:42:33,FEMALE,NA,1993-09-21,Not_through_referral
3334,2018-07-08 20:52:52,MALE,NA,1998-09-22,Not_through_referral
3335,2018-07-12 19:20:15,MALE,NA,1989-06-06,Not_through_referral
3336,2018-07-29 19:15:47,MALE,NA,1993-12-30,Not_through_referral
3337,2018-08-02 14:48:25,MALE,NA,1996-09-07,Not_through_referral
3338,2018-08-05 14:51:55,MALE,NA,2018-08-05,Installed_through_referral
3339,2018-08-24 20:10:45,MALE,NA,1995-02-10,Installed_through_referral
3340,2018-08-28 22:59:03,MALE,NA,2001-01-11,Not_through_referral
3341,2018-08-18 21:58:03,MALE,NA,1993-11-10,Not_through_referral
3342,2018-09-06 18:43:55,MALE,NA,1987-09-06,Not_through_referral
3343,2018-09-13 14:52:40,MALE,NA,1998-12-04,Installed_through_referral
3344,2018-08-25 21:00:12,FEMALE,NA,1993-08-25,Installed_through_referral
3345,2018-09-08 13:27:13,MALE,NA,1997-04-20,Not_through_referral
3346,2018-09-18 20:10:04,NA,NA,0000-00-00,Not_through_referral
3347,2018-09-08 03:18:26,FEMALE,NA,1996-06-08,Installed_through_referral
3348,2018-09-23 08:54:31,MALE,NA,1993-09-21,Installed_through_referral
3349,2018-08-18 16:38:31,FEMALE,NA,1996-08-08,Not_through_referral
3350,2018-08-18 11:14:34,MALE,NA,1984-11-19,Not_through_referral
3351,2018-09-21 14:04:23,MALE,NA,1998-09-13,Not_through_referral
3352,2018-09-21 18:47:00,MALE,NA,2018-09-01,Not_through_referral
3353,2018-09-03 18:42:20,MALE,NA,2018-09-03,Installed_through_referral
3354,2018-08-26 14:49:25,MALE,NA,1996-09-01,Not_through_referral
3355,2018-08-25 19:20:00,FEMALE,NA,1999-10-06,Not_through_referral
3356,2018-08-31 18:05:33,MALE,NA,1998-08-28,Not_through_referral
3357,2018-09-18 18:02:40,NA,NA,0000-00-00,Not_through_referral
3358,2018-09-15 15:54:05,MALE,NA,2000-03-08,Not_through_referral
3359,2018-09-28 08:57:13,FEMALE,NA,1992-04-02,Installed_through_referral
3360,2018-08-20 16:57:58,MALE,NA,2018-08-20,Not_through_referral
3361,2018-08-22 16:05:20,MALE,NA,1965-07-29,Not_through_referral
3362,2018-09-17 11:06:33,MALE,NA,1995-09-09,Not_through_referral
3363,2018-09-22 16:06:04,MALE,NA,1993-09-04,Not_through_referral
3364,2018-08-15 00:09:40,MALE,NA,1999-11-14,Not_through_referral
3365,2018-09-19 20:53:18,MALE,NA,2016-06-10,Not_through_referral
3366,2018-09-09 22:15:58,MALE,NA,1987-03-02,Not_through_referral
3367,2018-06-09 19:57:08,MALE,NA,1987-01-08,Not_through_referral
3368,2018-06-05 17:17:12,MALE,NA,1985-11-18,Not_through_referral
3369,2018-07-04 04:42:13,MALE,NA,1998-06-02,Not_through_referral
3370,2018-07-11 19:25:10,MALE,NA,1996-02-11,Installed_through_referral
3371,2018-07-21 19:27:59,MALE,NA,1994-08-06,Installed_through_referral
3372,2018-07-31 17:47:36,MALE,NA,2018-07-01,Not_through_referral
3373,2018-07-24 15:04:40,MALE,NA,1991-03-22,Installed_through_referral
3374,2018-06-18 15:53:06,FEMALE,NA,1996-01-26,Not_through_referral
3375,2018-06-29 14:35:47,MALE,NA,1994-06-06,Not_through_referral
3376,2018-06-29 22:25:14,MALE,NA,1984-06-29,Not_through_referral
3377,2018-07-15 17:35:48,MALE,NA,1972-08-02,Not_through_referral
3378,2018-07-21 14:37:35,FEMALE,NA,2018-07-11,Not_through_referral
3379,2018-07-29 15:42:26,MALE,NA,2000-03-29,Not_through_referral
3380,2018-06-08 14:32:44,MALE,NA,2018-06-08,Not_through_referral
3381,2018-06-15 14:48:07,MALE,NA,2018-06-15,Installed_through_referral
3382,2018-06-13 16:33:27,MALE,NA,2018-06-13,Installed_through_referral
3383,2018-06-15 15:54:48,MALE,NA,2018-06-15,Not_through_referral
3384,2018-06-24 20:22:43,MALE,NA,2018-06-24,Installed_through_referral
3385,2018-06-28 00:22:15,MALE,NA,1998-07-20,Installed_through_referral
3386,2018-07-05 11:08:10,MALE,NA,1998-07-21,Not_through_referral
3387,2018-07-23 01:26:53,FEMALE,NA,1974-06-01,Not_through_referral
3388,2018-08-09 21:22:43,FEMALE,NA,1996-08-20,Installed_through_referral
3389,2018-08-12 23:22:07,MALE,NA,1998-08-02,Not_through_referral
3390,2018-06-02 14:41:13,MALE,NA,2018-06-02,Installed_through_referral
3391,2018-06-05 17:26:42,MALE,NA,1993-01-05,Not_through_referral
3392,2018-06-06 20:28:55,MALE,NA,1996-04-15,Not_through_referral
3393,2018-06-06 12:24:33,MALE,NA,1995-07-12,Not_through_referral
3394,2018-06-17 12:48:54,MALE,NA,2018-06-17,Installed_through_referral
3395,2018-06-19 20:22:15,MALE,NA,1996-03-24,Installed_through_referral
3396,2018-06-16 14:53:39,MALE,NA,1990-08-17,Not_through_referral
3397,2018-06-25 22:06:09,MALE,NA,2018-06-08,Not_through_referral
3398,2018-06-30 09:40:07,MALE,NA,2012-04-17,Not_through_referral
3399,2018-07-04 09:13:11,FEMALE,NA,1960-02-15,Not_through_referral
3400,2018-07-23 14:36:47,FEMALE,NA,1990-07-05,Not_through_referral
3401,2018-07-24 15:41:39,MALE,NA,1990-09-27,Not_through_referral
3402,2018-08-08 12:59:22,FEMALE,NA,2000-05-15,Not_through_referral
3403,2018-08-11 16:54:32,MALE,NA,1993-03-29,Not_through_referral
3404,2018-06-03 01:13:44,MALE,NA,1985-09-17,Not_through_referral
3405,2018-06-08 13:01:46,FEMALE,NA,1994-11-24,Not_through_referral
3406,2018-06-10 16:43:25,MALE,NA,1984-06-19,Not_through_referral
3407,2018-06-04 15:34:49,MALE,NA,1977-04-30,Not_through_referral
3408,2018-06-16 16:19:00,MALE,NA,2018-06-16,Not_through_referral
3409,2018-06-27 11:46:51,MALE,NA,1999-08-27,Not_through_referral
3410,2018-06-25 17:04:24,NA,NA,0000-00-00,Not_through_referral
3411,2018-06-30 15:29:12,MALE,NA,2018-06-30,Installed_through_referral
3412,2018-07-06 15:18:45,MALE,NA,2008-03-12,Not_through_referral
3413,2018-07-20 23:19:33,MALE,NA,1992-09-11,Not_through_referral
3414,2018-07-30 18:26:30,FEMALE,NA,1995-07-30,Installed_through_referral
3415,2018-07-28 17:31:37,MALE,NA,1987-11-06,Not_through_referral
3416,2018-08-02 19:28:42,MALE,NA,1994-04-03,Installed_through_referral
3417,2018-06-09 18:48:15,MALE,NA,2018-06-09,Installed_through_referral
3418,2018-06-21 14:39:01,MALE,NA,1974-08-18,Not_through_referral
3419,2018-06-22 17:32:32,MALE,NA,2018-06-17,Not_through_referral
3420,2018-06-29 17:07:18,MALE,NA,1988-06-29,Not_through_referral
3421,2018-07-15 12:25:52,MALE,NA,1987-07-04,Not_through_referral
3422,2018-07-14 20:38:57,MALE,NA,2000-05-19,Not_through_referral
3423,2018-07-21 17:51:33,MALE,NA,2000-01-12,Not_through_referral
3424,2018-07-24 17:14:34,FEMALE,NA,1997-07-10,Not_through_referral
3425,2018-06-03 21:23:04,MALE,NA,2018-06-03,Installed_through_referral
3426,2018-06-15 19:03:16,MALE,NA,1963-10-15,Not_through_referral
3427,2018-06-19 17:59:51,MALE,NA,2018-06-19,Not_through_referral
3428,2018-06-21 21:45:51,NA,NA,0000-00-00,Not_through_referral
3429,2018-06-29 16:47:54,MALE,NA,1978-04-09,Not_through_referral
3430,2018-07-19 18:48:11,MALE,NA,1991-01-04,Not_through_referral
3431,2018-07-16 14:43:23,MALE,NA,1986-10-12,Installed_through_referral
3432,2018-06-09 18:55:56,MALE,NA,1994-01-02,Installed_through_referral
3433,2018-06-27 17:11:19,MALE,NA,1980-08-31,Not_through_referral
3434,2018-06-29 17:30:45,MALE,NA,2018-06-29,Not_through_referral
3435,2018-07-09 12:04:24,FEMALE,NA,2000-07-18,Not_through_referral
3436,2018-07-29 19:05:08,MALE,NA,1997-08-19,Installed_through_referral
3437,2018-08-10 19:55:03,MALE,NA,1980-04-12,Installed_through_referral
3438,2018-06-07 18:58:05,MALE,NA,2018-06-07,Not_through_referral
3439,2018-06-16 23:00:12,FEMALE,NA,2018-06-03,Not_through_referral
3440,2018-06-17 19:34:01,MALE,NA,2018-06-17,Not_through_referral
3441,2018-06-21 15:52:39,MALE,NA,2018-06-21,Installed_through_referral
3442,2018-07-04 14:32:12,FEMALE,NA,1984-01-20,Not_through_referral
3443,2018-07-20 11:27:57,MALE,NA,2018-07-19,Installed_through_referral
3444,2018-07-26 19:48:15,FEMALE,NA,1991-09-12,Not_through_referral
3445,2018-08-12 14:43:10,FEMALE,NA,1991-03-10,Not_through_referral
3446,2018-08-05 17:59:44,MALE,NA,1996-10-26,Not_through_referral
3447,2018-06-04 02:04:40,FEMALE,NA,1992-06-04,Installed_through_referral
3448,2018-06-13 19:21:21,MALE,NA,2000-12-08,Not_through_referral
3449,2018-06-16 10:07:34,MALE,NA,1976-02-02,Not_through_referral
3450,2018-07-02 11:18:31,MALE,NA,1995-07-10,Installed_through_referral
3451,2018-07-10 18:21:17,MALE,NA,2018-07-10,Not_through_referral
3452,2018-07-13 14:04:49,MALE,NA,1970-05-13,Not_through_referral
3453,2018-07-22 17:22:05,MALE,NA,1996-04-11,Not_through_referral
3454,2018-07-12 18:42:26,MALE,NA,2018-06-17,Not_through_referral
3455,2018-08-06 13:43:28,MALE,NA,2018-04-09,Installed_through_referral
3456,2018-09-02 13:14:33,MALE,NA,1990-09-02,Not_through_referral
3457,2018-09-13 15:07:40,FEMALE,NA,1985-08-28,Not_through_referral
3458,2018-09-13 13:52:49,MALE,NA,2000-02-02,Installed_through_referral
3459,2018-08-23 17:39:36,FEMALE,NA,2001-08-21,Not_through_referral
3460,2018-08-23 18:14:50,MALE,NA,1999-10-14,Installed_through_referral
3461,2018-08-15 18:57:23,MALE,NA,2018-02-18,Not_through_referral
3462,2018-08-14 21:46:56,MALE,NA,1986-06-04,Not_through_referral
3463,2018-08-19 16:12:13,MALE,NA,2018-03-02,Not_through_referral
3464,2018-09-04 17:12:20,NA,NA,0000-00-00,Not_through_referral
3465,2018-09-09 18:16:46,FEMALE,NA,1998-06-04,Not_through_referral
3466,2018-08-25 17:12:26,MALE,NA,2018-08-10,Not_through_referral
3467,2018-08-29 13:47:59,MALE,NA,2018-08-29,Installed_through_referral
3468,2018-09-05 17:33:25,MALE,NA,1998-12-24,Not_through_referral
3469,2018-09-03 17:20:34,FEMALE,NA,1998-05-01,Not_through_referral
3470,2018-09-16 16:54:53,NA,NA,0000-00-00,Not_through_referral
3471,2018-08-24 17:41:19,MALE,NA,2018-08-24,Not_through_referral
3472,2018-08-18 05:30:00,NA,NA,0000-00-00,Not_through_referral
3473,2018-09-21 17:35:53,FEMALE,NA,2018-09-21,Not_through_referral
3474,2018-08-25 05:02:21,MALE,NA,1992-07-28,Not_through_referral
3475,2018-09-06 10:40:37,MALE,NA,1984-12-15,Not_through_referral
3476,2018-08-31 16:45:24,MALE,NA,1994-09-08,Installed_through_referral
3477,2018-09-03 19:00:51,MALE,NA,1991-03-09,Not_through_referral
3478,2018-09-20 00:54:42,MALE,NA,2018-02-01,Not_through_referral
3479,2018-08-19 18:39:36,MALE,NA,1997-02-27,Not_through_referral
3480,2018-08-31 18:49:25,MALE,NA,1994-02-03,Not_through_referral
3481,2018-09-01 17:59:31,MALE,NA,1971-10-16,Not_through_referral
3482,2018-09-25 12:52:59,FEMALE,NA,2016-02-02,Not_through_referral
3483,2018-09-24 21:09:48,MALE,NA,1969-11-13,Installed_through_referral
3484,2018-08-22 18:58:50,MALE,NA,1996-10-27,Not_through_referral
3485,2018-08-25 21:08:36,MALE,NA,1999-07-09,Not_through_referral
3486,2018-09-12 19:05:26,MALE,NA,1999-03-10,Installed_through_referral
3487,2018-06-12 17:24:21,MALE,NA,1984-11-30,Installed_through_referral
3488,2018-07-18 22:56:12,MALE,NA,1990-04-30,Installed_through_referral
3489,2018-07-29 15:42:21,MALE,NA,2018-07-29,Not_through_referral
3490,2018-07-30 20:25:32,FEMALE,NA,2009-07-03,Not_through_referral
3491,2018-08-11 21:43:15,MALE,NA,1985-12-17,Installed_through_referral
3492,2018-06-06 13:27:29,FEMALE,NA,1981-12-25,Installed_through_referral
3493,2018-06-13 12:31:16,MALE,NA,1991-08-21,Not_through_referral
3494,2018-06-23 12:25:38,MALE,NA,1984-03-29,Not_through_referral
3495,2018-07-15 07:22:32,NA,NA,0000-00-00,Not_through_referral
3496,2018-08-01 00:26:15,MALE,NA,2017-11-16,Not_through_referral
3497,2018-08-05 21:07:56,MALE,NA,1996-09-16,Not_through_referral
3498,2018-06-02 20:24:15,MALE,NA,2018-06-02,Not_through_referral
3499,2018-06-19 23:11:40,FEMALE,NA,1994-08-24,Installed_through_referral
3500,2018-07-01 21:56:08,FEMALE,NA,1994-06-14,Not_through_referral
3501,2018-07-07 14:09:21,MALE,NA,1985-08-14,Not_through_referral
3502,2018-07-31 08:41:13,MALE,NA,1990-04-14,Not_through_referral
3503,2018-08-13 16:18:32,MALE,NA,2018-08-13,Installed_through_referral
3504,2018-08-07 21:01:33,MALE,NA,1989-05-08,Not_through_referral
3505,2018-08-11 20:24:08,MALE,NA,1997-04-09,Installed_through_referral
3506,2018-08-04 13:19:17,MALE,NA,1999-10-08,Not_through_referral
3507,2018-06-08 23:40:53,MALE,NA,1989-12-25,Not_through_referral
3508,2018-06-07 01:12:14,MALE,NA,2010-10-02,Not_through_referral
3509,2018-06-07 09:37:14,FEMALE,NA,2012-08-23,Not_through_referral
3510,2018-06-14 12:18:59,MALE,NA,1993-08-12,Not_through_referral
3511,2018-07-13 13:40:49,MALE,NA,2017-09-16,Not_through_referral
3512,2018-07-14 14:05:30,FEMALE,NA,1991-01-07,Not_through_referral
3513,2018-07-28 07:55:06,MALE,NA,1994-07-30,Installed_through_referral
3514,2018-08-01 09:41:35,NA,NA,0000-00-00,Not_through_referral
3515,2018-06-06 16:39:56,MALE,NA,1997-11-09,Not_through_referral
3516,2018-06-18 16:12:17,MALE,NA,2018-06-18,Installed_through_referral
3517,2018-06-16 12:10:52,MALE,NA,1988-03-09,Not_through_referral
3518,2018-07-07 17:16:45,MALE,NA,2018-04-19,Installed_through_referral
3519,2018-07-06 11:15:45,MALE,NA,2018-04-19,Not_through_referral
3520,2018-07-01 13:33:01,MALE,NA,2018-01-17,Not_through_referral
3521,2018-07-10 11:53:06,MALE,NA,2018-07-10,Not_through_referral
3522,2018-07-16 16:02:42,FEMALE,NA,1995-02-16,Not_through_referral
3523,2018-08-02 00:34:31,MALE,NA,1996-08-15,Not_through_referral
3524,2018-08-01 16:00:11,MALE,NA,1978-03-13,Not_through_referral
3525,2018-08-07 20:03:53,MALE,NA,1991-08-02,Installed_through_referral
3526,2018-06-11 19:26:03,MALE,NA,1990-11-01,Not_through_referral
3527,2018-06-12 22:02:06,MALE,NA,2018-06-12,Installed_through_referral
3528,2018-06-14 18:54:28,MALE,NA,1994-11-25,Not_through_referral
3529,2018-06-14 19:44:34,MALE,NA,2018-03-17,Not_through_referral
3530,2018-07-02 17:56:24,MALE,NA,1989-07-02,Not_through_referral
3531,2018-07-21 14:49:33,MALE,NA,1995-01-21,Not_through_referral
3532,2018-07-29 12:24:21,FEMALE,NA,2018-01-18,Not_through_referral
3533,2018-08-01 11:08:39,MALE,NA,1983-05-01,Not_through_referral
3534,2018-08-05 22:38:18,MALE,NA,1987-02-21,Not_through_referral
3535,2018-08-12 21:17:11,MALE,NA,1995-12-26,Not_through_referral
3536,2018-06-02 23:46:56,MALE,NA,1991-06-02,Not_through_referral
3537,2018-06-02 13:38:45,MALE,NA,1998-06-12,Installed_through_referral
3538,2018-06-03 01:43:56,MALE,NA,1985-04-13,Installed_through_referral
3539,2018-06-15 12:33:31,MALE,NA,1995-03-10,Installed_through_referral
3540,2018-06-19 11:17:09,MALE,NA,1996-08-15,Not_through_referral
3541,2018-06-20 18:25:07,MALE,NA,2018-06-20,Not_through_referral
3542,2018-06-27 08:41:23,MALE,NA,1996-01-28,Not_through_referral
3543,2018-07-26 19:23:20,MALE,NA,1990-03-13,Not_through_referral
3544,2018-06-06 13:38:59,MALE,NA,2018-06-06,Not_through_referral
3545,2018-06-08 14:26:30,NA,NA,0000-00-00,Not_through_referral
3546,2018-06-15 10:52:15,MALE,NA,2018-06-15,Not_through_referral
3547,2018-06-15 20:11:53,MALE,NA,1988-03-01,Not_through_referral
3548,2018-06-25 18:13:26,MALE,NA,1995-08-25,Not_through_referral
3549,2018-06-26 01:41:58,MALE,NA,2018-05-27,Not_through_referral
3550,2018-06-23 16:52:45,MALE,NA,2018-06-23,Not_through_referral
3551,2018-07-06 22:30:22,MALE,NA,2018-07-06,Not_through_referral
3552,2018-07-15 22:33:17,MALE,NA,1981-07-23,Installed_through_referral
3553,2018-08-10 17:33:29,MALE,NA,1994-10-28,Not_through_referral
3554,2018-08-09 21:00:47,MALE,NA,1988-08-23,Not_through_referral
3555,2018-06-21 09:09:43,FEMALE,NA,1995-06-24,Not_through_referral
3556,2018-06-23 09:30:59,MALE,NA,1996-07-07,Not_through_referral
3557,2018-06-26 16:22:34,FEMALE,NA,2018-06-26,Not_through_referral
3558,2018-07-02 16:07:55,MALE,NA,1998-04-23,Not_through_referral
3559,2018-07-07 06:55:04,FEMALE,NA,1987-09-11,Not_through_referral
3560,2018-07-15 13:36:10,FEMALE,NA,1995-10-30,Not_through_referral
3561,2018-06-05 13:47:30,MALE,NA,1992-07-15,Installed_through_referral
3562,2018-06-17 11:40:07,MALE,NA,2000-01-11,Not_through_referral
3563,2018-06-15 13:19:52,MALE,NA,2018-06-15,Not_through_referral
3564,2018-06-13 18:56:01,FEMALE,NA,1999-06-11,Not_through_referral
3565,2018-07-11 12:40:58,MALE,NA,1990-11-15,Not_through_referral
3566,2018-07-03 14:35:42,FEMALE,NA,1998-11-27,Installed_through_referral
3567,2018-07-18 17:30:30,MALE,NA,1996-08-30,Not_through_referral
3568,2018-07-23 16:21:21,NA,NA,0000-00-00,Installed_through_referral
3569,2018-08-04 22:59:31,MALE,NA,2018-08-05,Not_through_referral
3570,2018-08-10 08:48:24,FEMALE,NA,1994-03-02,Not_through_referral
3571,2018-08-10 16:49:42,MALE,NA,2018-08-10,Not_through_referral
3572,2018-08-16 18:02:21,FEMALE,NA,1998-02-10,Installed_through_referral
3573,2018-08-27 12:18:51,MALE,NA,1974-12-15,Not_through_referral
3574,2018-08-27 17:14:31,MALE,NA,1989-03-15,Installed_through_referral
3575,2018-08-18 18:53:41,MALE,NA,1998-08-18,Not_through_referral
3576,2018-08-31 16:19:40,MALE,NA,2018-01-04,Not_through_referral
3577,2018-08-28 11:29:46,MALE,NA,2018-03-30,Installed_through_referral
3578,2018-09-17 12:12:58,MALE,NA,1995-09-22,Installed_through_referral
3579,2018-08-19 21:42:21,MALE,NA,1995-01-31,Installed_through_referral
3580,2018-08-24 15:54:02,MALE,NA,1984-07-21,Not_through_referral
3581,2018-09-05 17:31:37,MALE,NA,2018-09-05,Not_through_referral
3582,2018-08-30 21:01:06,FEMALE,NA,2012-12-04,Not_through_referral
3583,2018-09-09 18:31:45,MALE,NA,1981-05-10,Not_through_referral
3584,2018-08-23 19:05:27,MALE,NA,1981-12-20,Not_through_referral
3585,2018-08-29 10:14:39,FEMALE,NA,1991-12-27,Not_through_referral
3586,2018-08-30 10:27:44,MALE,NA,1996-08-22,Installed_through_referral
3587,2018-08-19 12:44:37,MALE,NA,2000-09-18,Not_through_referral
3588,2018-08-19 18:53:25,MALE,NA,1996-01-15,Not_through_referral
3589,2018-09-01 16:46:26,FEMALE,NA,1961-10-27,Not_through_referral
3590,2018-09-29 12:13:03,FEMALE,NA,1999-10-04,Not_through_referral
3591,2018-08-30 07:51:58,FEMALE,NA,1997-07-10,Not_through_referral
3592,2018-08-25 21:58:59,FEMALE,NA,1994-02-04,Installed_through_referral
3593,2018-09-19 09:30:04,MALE,NA,1978-06-16,Not_through_referral
3594,2018-09-18 09:24:36,MALE,NA,1998-11-12,Installed_through_referral
3595,2018-09-11 19:28:37,MALE,NA,2000-09-10,Not_through_referral
3596,2018-09-02 16:54:26,MALE,NA,1995-10-30,Not_through_referral
3597,2018-08-17 15:27:20,MALE,NA,2013-10-11,Not_through_referral
3598,2018-08-22 23:12:47,MALE,NA,1992-12-21,Not_through_referral
3599,2018-08-28 20:24:49,MALE,NA,2018-08-28,Not_through_referral
3600,2018-09-18 11:25:46,MALE,NA,1998-08-26,Not_through_referral
3601,2018-08-18 20:37:42,MALE,NA,1998-09-16,Not_through_referral
3602,2018-08-20 19:25:59,MALE,NA,1995-12-04,Not_through_referral
3603,2018-08-27 00:02:27,MALE,NA,1982-08-19,Not_through_referral
3604,2018-08-27 23:29:34,MALE,NA,1987-09-12,Not_through_referral
3605,2018-09-03 21:29:13,MALE,NA,2018-07-25,Not_through_referral
3606,2018-06-07 09:39:25,MALE,NA,1980-04-07,Installed_through_referral
3607,2018-06-27 17:10:32,MALE,NA,1995-10-17,Not_through_referral
3608,2018-07-10 10:29:39,FEMALE,NA,1997-07-27,Not_through_referral
3609,2018-07-14 11:10:18,MALE,NA,1979-05-22,Not_through_referral
3610,2018-07-13 15:33:32,FEMALE,NA,1986-06-08,Installed_through_referral
3611,2018-08-01 16:40:03,MALE,NA,2018-08-01,Installed_through_referral
3612,2018-08-03 16:06:42,MALE,NA,1988-05-31,Not_through_referral
3613,2018-08-14 13:35:10,NA,NA,0000-00-00,Not_through_referral
3614,2018-07-04 22:19:19,MALE,NA,2018-06-20,Not_through_referral
3615,2018-07-07 04:03:24,NA,NA,0000-00-00,Not_through_referral
3616,2018-07-17 15:03:16,FEMALE,NA,2018-07-01,Not_through_referral
3617,2018-07-23 18:19:45,MALE,NA,1990-07-18,Not_through_referral
3618,2018-08-11 07:33:14,MALE,NA,2000-08-22,Not_through_referral
3619,2018-08-05 18:21:54,MALE,NA,2018-08-05,Installed_through_referral
3620,2018-06-20 10:57:13,MALE,NA,1999-08-04,Not_through_referral
3621,2018-06-22 12:03:20,MALE,NA,1983-09-15,Not_through_referral
3622,2018-06-25 13:00:17,MALE,NA,1994-12-15,Not_through_referral
3623,2018-07-05 13:28:42,MALE,NA,1996-01-12,Not_through_referral
3624,2018-07-14 16:36:48,MALE,NA,1985-07-14,Not_through_referral
3625,2018-07-18 18:17:16,FEMALE,NA,1992-07-18,Installed_through_referral
3626,2018-08-13 16:45:57,MALE,NA,1988-08-15,Installed_through_referral
3627,2018-08-10 23:13:47,MALE,NA,1990-06-13,Installed_through_referral
3628,2018-06-08 13:21:25,MALE,NA,1997-01-02,Not_through_referral
3629,2018-06-20 18:00:54,MALE,NA,2018-06-02,Not_through_referral
3630,2018-06-20 15:15:08,MALE,NA,1990-08-23,Not_through_referral
3631,2018-07-02 15:55:44,MALE,NA,1996-12-29,Not_through_referral
3632,2018-07-13 04:10:29,MALE,NA,1992-11-19,Not_through_referral
3633,2018-07-19 21:35:29,MALE,NA,1997-01-26,Installed_through_referral
3634,2018-07-30 11:41:48,MALE,NA,2018-07-30,Installed_through_referral
3635,2018-07-31 19:10:07,MALE,NA,1991-08-18,Not_through_referral
3636,2018-08-05 09:52:25,MALE,NA,2018-06-12,Installed_through_referral
3637,2018-08-06 15:46:41,MALE,NA,2018-08-06,Not_through_referral
3638,2018-06-07 08:31:30,FEMALE,NA,1990-04-08,Not_through_referral
3639,2018-06-18 17:21:38,MALE,NA,1987-06-01,Installed_through_referral
3640,2018-06-30 18:42:22,FEMALE,NA,2018-06-27,Not_through_referral
3641,2018-06-28 15:55:13,FEMALE,NA,2018-06-13,Not_through_referral
3642,2018-06-23 19:30:44,MALE,NA,1996-10-24,Not_through_referral
3643,2018-07-06 03:53:30,MALE,NA,1997-07-04,Not_through_referral
3644,2018-07-19 11:45:41,MALE,NA,1995-07-23,Installed_through_referral
3645,2018-07-13 19:09:39,MALE,NA,1993-02-04,Not_through_referral
3646,2018-08-09 01:54:24,MALE,NA,1996-12-26,Not_through_referral
3647,2018-06-18 20:27:45,MALE,NA,1995-07-03,Not_through_referral
3648,2018-06-30 16:02:48,MALE,NA,1988-02-14,Installed_through_referral
3649,2018-06-29 18:10:28,FEMALE,NA,1998-04-20,Not_through_referral
3650,2018-07-03 22:08:55,FEMALE,NA,1992-06-10,Not_through_referral
3651,2018-07-04 12:48:24,MALE,NA,2018-07-04,Not_through_referral
3652,2018-07-06 16:17:54,MALE,NA,1997-10-22,Not_through_referral
3653,2018-07-20 20:58:02,MALE,NA,1991-05-10,Not_through_referral
3654,2018-07-16 11:48:42,FEMALE,NA,1993-10-17,Not_through_referral
3655,2018-08-07 18:30:11,FEMALE,NA,1996-05-02,Not_through_referral
3656,2018-08-13 13:05:37,MALE,NA,1987-02-09,Not_through_referral
3657,2018-06-02 16:44:47,MALE,NA,2000-04-19,Not_through_referral
3658,2018-06-06 01:28:01,MALE,NA,1994-10-05,Not_through_referral
3659,2018-07-08 16:04:45,MALE,NA,2018-04-13,Installed_through_referral
3660,2018-07-12 22:31:49,MALE,NA,2001-11-02,Not_through_referral
3661,2018-07-19 21:20:21,FEMALE,NA,1991-08-23,Not_through_referral
3662,2018-07-26 11:13:08,MALE,NA,1996-10-25,Installed_through_referral
3663,2018-07-27 13:11:41,MALE,NA,1999-04-07,Installed_through_referral
3664,2018-08-11 14:23:58,MALE,NA,1989-08-11,Installed_through_referral
3665,2018-06-13 14:02:08,MALE,NA,1988-10-20,Not_through_referral
3666,2018-06-22 20:40:20,MALE,NA,2018-06-01,Not_through_referral
3667,2018-06-23 09:56:58,MALE,NA,2018-06-12,Installed_through_referral
3668,2018-06-29 11:32:20,MALE,NA,1993-07-10,Installed_through_referral
3669,2018-07-26 17:31:10,MALE,NA,1998-03-22,Installed_through_referral
3670,2018-08-03 19:03:47,MALE,NA,1983-07-29,Not_through_referral
3671,2018-08-05 10:33:23,FEMALE,NA,1998-02-14,Installed_through_referral
3672,2018-08-11 18:39:25,FEMALE,NA,1997-05-20,Installed_through_referral
3673,2018-08-11 16:31:51,MALE,NA,1998-09-11,Installed_through_referral
3674,2018-06-17 21:55:23,MALE,NA,1997-06-18,Installed_through_referral
